ID,Transect,cit_2,riv_2,vill_2,for_2,bft,mar,bm.D,hum_100m,PP_15_2,PP_30_2,sect_2,surv,effort_2,mean_effort_2,D_LT,D_CT,obs_LT,obs_CT,trans_1,cit_1,riv_1,vill_1,for_1,PP_15_1,PP_30_1,effort_1,sect_1,D_1,obs1,mean_effort_1,surv1
132,77,140749.0831,16974.22461,33281.05641,1,0.31,0.21,0,0,1,1,2,3,1000,991.4,0,0,0,0,132,1.061548364,39328.0166,33713.16858,1,1,1,1400,2,63.355,1,1400,2
133,78,124775.2779,7492.052809,15546.34176,0.461538462,0.1,0.43,0,0,1,1,2,3,1000,991.4,0,0,0,0,133,1.088118593,23421.59023,17806.74206,1,1,1,1400,2,0,1,1400,2
134,79,107069.8209,13562.11929,8404.918964,0.769230769,1,0.33,136.93,0.1,1,1,2,3,1000,991.4,0,0,0,0,134,1.378035554,37764.61478,33268.13431,1,1,1,1400,2,0,1,1400,2
135,80,130099.375,42483.88891,37326.68781,1,0.1,0.55,136.93,0.2,1,1,2,3,1000,991.4,0,0,0,0,135,1.682877559,10075.01738,59708.7612,1,1,1,1400,2,63.355,1,1400,2
136,81,144620.7734,73761.95594,68990.99094,0.72,0.25,0.59,0,0.2,0,1,2,3,1000,991.4,62.781,0,1,0,136,1.864978194,4333.043877,84524.80816,0.166666667,0,1,1400,2,0,1,1400,2
137,82,137857.1825,55331.3104,82559.89784,1,0.29,0.35,0,0.1,0,1,2,3,1000,991.4,470.85,0.14787,1,1,137,1.932239155,3921.628016,96546.27849,0.941176471,0,1,1400,2,0,1,1400,2
138,83,143219.7969,31433.26788,74099.7524,1,0.11,0.29,91.29,0,0,1,2,3,1000,991.4,125.56,0,1,0,138,2.00444355,4784.669617,109427.1694,0.5625,0,0,1400,2,0,1,1400,2
139,84,129307.7425,21936.83086,54756.04562,1,1,0.39,0,0.1,1,1,2,3,1000,991.4,219.73,4.4765,1,1,139,2.268657908,23307.43188,117577.6343,1,0,0,1400,2,190.06,1,1400,2
140,85,115917.2159,36283.58234,33562.09,1,1,0.29,0,0.5,1,1,2,3,1000,991.4,0,0,0,0,140,1.16618371,34501.13098,65706.43213,1,1,1,1400,2,0,1,1400,2
141,93,212349.1431,53183.26037,60217.79597,1,0.44,0.38,273.87,0,1,1,2,3,1000,991.4,31.39,0,1,0,141,0.944725593,39920.09877,34305.25084,0.928571429,1,1,1400,2,253.42,1,1400,2
142,94,178213.3744,31362.93021,34198.75548,1,0.36,0.41,0,0,1,1,2,3,1000,991.4,125.56,0,1,0,142,1.260708852,49165.13672,43550.28828,1,1,1,1400,2,63.355,1,1400,2
143,95,146852.0066,6823.247578,12763.62168,1,0.88,0.21,136.93,0,1,1,2,3,1000,991.4,31.39,0.56145,1,1,143,1.510309418,49584.50568,54692.12109,1,1,1,1400,2,0,1,1400,2
144,96,131522.2874,18950.45625,19361.99555,1,0.32,0.29,0,0,1,1,2,3,1000,991.4,125.56,2.4953,1,1,144,1.775570095,26664.55357,71400.38504,0.142857143,0,1,1400,2,126.71,1,1400,2
145,97,123483.9997,11007.71004,16283.56265,1,0.29,0.31,0,0,1,1,2,3,1000,991.4,31.39,0,1,0,145,2.093717265,23285.61749,96920.38762,0.785714286,0,1,1400,2,190.06,1,1400,2
146,98,134151.8672,26819.05747,21851.26194,1,0.54,0.43,136.93,0.1,1,1,2,3,1000,991.4,62.781,0,1,0,146,2.106785791,22283.76062,110741.2886,1,0,1,1400,2,63.355,1,1400,2
147,99,152958.9505,49036.17172,46987.135,1,0.23,0.36,0,0.3,1,1,2,3,1000,991.4,31.39,0.13928,1,1,147,2.250823474,27910.82377,126713.7073,1,0,0,1400,2,126.71,1,1400,2
148,100,172920.6917,49461.94375,74501.48906,1,0,0.39,0,0,0,1,2,3,1000,991.4,0,0,0,0,148,2.426187737,25635.74382,103005.0326,1,0,0,1400,2,0,1,1400,2
149,101,167958.7494,41657.20613,101848.8389,1,0.31,0.45,0,0.1,0,1,2,3,1000,991.4,0,0,0,0,149,2.260660201,8494.538574,59963.68273,1,0,0,1400,3,0,1,1481.2,3
150,102,174093.8496,16215.49527,78993.36689,0.576923077,0.03,0.41,0,0.1,0,1,2,3,1000,991.4,0,0,0,0,150,2.394501652,22625.64563,52361.62101,1,0,0,1400,3,0,1,1481.2,3
151,104,144630.7716,38673.58,58217.05609,1,0,0.35,0,0.3,1,1,2,3,1000,991.4,0,0,0,0,151,2.393045187,15510.66431,70977.59375,1,0,1,1400,3,0,0,1481.2,3
152,112,199903.5431,53509.09871,44992.13972,1,0.32,0.39,0,0.2,1,1,2,3,1000,991.4,0,0.80802,0,1,152,2.593711875,24068.47548,57946.75694,1,0,1,1400,3,0,1,1481.2,3
153,113,164857.9868,27960.18484,31726.29539,1,0.5,0.43,0,0.1,1,1,2,3,1000,991.4,376.68,0,1,0,153,2.552833334,20390.11827,41007.94122,1,0,1,1400,3,0,1,1481.2,3
154,114,134543.8575,1283.310481,6078.198594,0.36,0.61,0.17,0,0.1,1,1,2,3,1000,991.4,62.781,0,1,0,154,2.610870445,31263.42015,85893.61065,1,0,1,1400,3,0,1,1481.2,3
155,115,146555.0837,28054.1525,28520.54242,1,0,0.36,0,0,1,1,2,3,1000,991.4,125.56,0,1,0,155,2.650132775,11120.98652,61670.98151,1,0,1,1400,3,0,1,1481.2,3
156,116,151218.0595,35385.20868,40661.0616,1,0,0.32,0,0.1,1,1,2,3,1000,991.4,0,0,0,0,156,2.49354136,1839.930699,43462.23661,1,0,1,1400,3,0,1,1481.2,3
157,117,165470.8425,18781.62875,48260.92328,1,0.07,0.52,0,0.099600798,1,1,2,3,1002,991.4,407.26,0.29112,1,1,157,2.406364936,5393.442925,33774.45009,0.555555556,0,1,1400,3,0,1,1481.2,3
158,118,180014.39,25830.55805,59899.24281,1,0.94,0.11,136.93,0.1,1,1,2,3,1000,991.4,94.171,0,1,0,158,2.406115605,3464.026321,81628.13422,0.299429908,0,1,1400,3,0,1,1481.2,3
159,119,198759.1082,21940.83883,82065.07375,1,0.73,0.48,0,0,0,1,2,3,1000,991.4,816.15,0.53234,1,1,159,2.624433468,17644.06499,80973.78434,0.780169801,0,1,1400,3,0,1,1481.2,3
160,120,200345.1629,29412.24542,99490.84345,0.961538462,0.5,0.63,0,0.5,0,1,2,3,1000,991.4,0,0,0,0,160,2.753926342,17593.88428,69666.92871,0.625,1,1,1400,3,0,1,1481.2,3
161,121,170509.3612,3581.869884,61598.32469,0,0.06,0.31,0,0.3,0,1,2,3,1000,991.4,0,0,0,0,161,2.702894285,19739.87297,58577.36702,0.547411944,0,1,1400,3,0,1,1481.2,3
162,122,186643.3353,23133.615,74796.475,1,1,0.46,273.87,0.2,0,1,2,3,1000,991.4,143.71,3.6968,1,1,162,2.396276099,10493.40436,31072.27745,0.386819568,1,1,1400,3,0,1,1481.2,3
163,123,169999.7031,49851.115,69565.58188,0.24,0,0.44,0,0.1,0,1,2,3,1000,991.4,0,0,0,0,163,2.668834041,23443.104,102729.584,1,0,1,2246,3,80.156,1,1481.2,3
164,124,137449.2369,76737.09044,39758.5335,0.961538462,0.32,0.29,0,0.1,1,1,2,3,1000,991.4,0,0,0,0,164,2.755223274,12545.6642,75537.47565,1,0,1,1482,3,60.739,1,1481.2,3
165,134,157350.9813,3717.582764,26542.33922,1,1,0.48,0,0.678608924,1,1,2,3,762,991.4,41.195,0,1,0,165,2.6306657,2577.050586,61299.97865,0.6,1,1,1400,3,0,1,1481.2,3
166,135,176839.2475,33506.84297,42255.13313,1,0.32,0.24,273.87,0.1,1,1,2,3,1000,991.4,31.39,1.8031,1,1,166,2.48136948,7466.590302,46737.38428,1,1,1,1684,3,106.91,1,1481.2,3
167,136,182216.1226,43827.3768,65617.48678,0.269230769,0.35,0.39,0,0.3,0,1,2,3,1000,991.4,0,0,0,0,167,2.469567887,22371.93711,41843.77005,0.533333333,1,1,1400,3,0,1,1481.2,3
168,137,195532.0894,11709.91855,74043.75594,1,0.39,0.61,91.29,0,0,1,2,3,1000,991.4,0,0,0,0,168,2.901029503,43574.48774,83584.14478,1,0,1,1400,3,0,1,1481.2,3
169,138,211555.7681,22445.98336,82652.18562,0.52,0.21,0.29,0,0,0,1,2,3,1000,991.4,31.39,0,1,0,169,2.962357124,28906.38246,80057.24858,1,0,1,1684,3,53.453,1,1481.2,3
170,139,224962.7422,14976.70473,100242.4356,1,0.21,0.11,0,0,0,1,2,3,1000,991.4,0,0,0,0,170,2.699772469,22569.09137,56197.00391,0.52173913,1,1,1400,3,0,1,1481.2,3
171,141,195495.0419,19292.91332,65604.89141,0.76,0.6,0.36,0,0.1,0,1,2,3,1000,991.4,143.71,0.064396,1,1,171,2.489745691,19222.24069,42445.44945,1,1,1,1400,3,0,1,1481.2,3
172,142,188219.7386,11304.6557,55494.92531,1,0.76,0.52,0,0,0,1,2,3,1000,991.4,0,0.12099,0,1,172,2.346864173,10036.41877,34989.60896,1,1,1,2694,3,300.72,1,1481.2,3
173,143,185939.6988,44651.83875,79015.31844,0.48,0.04,0.44,0,0,0,1,2,3,1000,991.4,0,3.9094,0,1,173,2.910019875,49335.47768,64949.79576,1,1,1,1400,3,128.59,1,1481.2,3
174,144,168768.1363,63088.98312,59442.68703,1,0,0.46,0,0.100601805,1,1,2,3,997,991.4,0,0.87836,0,1,174,2.634305733,35056.71582,50328.49043,0.222222222,1,1,1400,3,0,1,1481.2,3
175,145,158162.3528,66310.76969,42158.87641,1,0,0.56,136.93,0,1,1,2,3,1000,991.4,0,0,0,0,175,2.50624697,25538.13802,31898.28737,0.6,1,1,1325,3,67.936,1,1481.2,3
176,152,153464.8194,27529.5096,7910.398131,1,0.97,0.44,0,0.1,1,1,2,3,1000,991.4,0,0,0,0,176,2.537297589,8929.727679,95530.63393,0.285714286,0,1,1400,3,0,1,1481.2,3
177,153,163289.9631,28675.02908,17611.28958,1,0.11,0.46,45.93,0,1,1,2,3,1000,991.4,0,0,0,0,177,2.654904413,12210.65381,72333.13437,1,0,0,1400,3,0,1,1481.2,3
178,154,174734.2256,8228.782037,40379.91775,1,0.21,0.36,136.93,0.1,1,1,2,3,1000,991.4,62.781,0,1,0,178,2.789456546,27256.7101,75372.76116,1,0,1,1400,3,64.296,1,1481.2,3
179,155,208599.3344,37047.81939,68215.62001,0.222222222,0.04,0.28,0,0.1,0,1,2,3,1000,991.4,0,1.4332,0,1,179,2.682642341,13049.66138,68286.56055,1,0,0,1400,3,64.296,1,1481.2,3
180,156,211384.4631,47493.69021,80100.47049,1,0.61,0.58,273.87,0,0,1,2,3,1000,991.4,0,0.788,0,1,180,2.700373479,28964.35534,52884.29063,1,0,0,1400,3,0,1,1481.2,3
181,157,217202.9438,17581.28589,98297.78255,1,0.97,0.21,0,0,0,1,2,3,1000,991.4,0,0,0,0,181,2.750867605,33645.29639,56713.44092,1,0,1,1400,3,0,1,1481.2,3
182,158,209850.3112,11968.35585,95979.63129,1,0.88,0.44,21.1,0,0,1,2,3,1000,991.4,0,0,0,0,182,2.89937526,45945.48906,69013.63281,1,0,1,1400,3,0,1,1481.2,3
183,159,245461.7469,18788.83339,123416.207,0.583333333,0,0.17,0,0,0,1,2,3,1005,991.4,0,0.1597,0,1,183,2.713801185,10098.65515,69088.71729,1,0,0,1400,3,0,1,1481.2,3
184,160,239875.0388,14061.94789,98639.44705,1,0.23,0.36,136.25,0,0,0,2,3,1001,991.4,0,0,0,0,184,2.619607994,24238.81576,47306.96094,1,0,1,1400,3,0,1,1481.2,3
185,161,207743.1406,28533.21289,67956.58127,1,0.26,0.61,0,0,0,1,2,3,1005,991.4,62.468,1.7824,1,1,185,2.55742412,13958.30981,37026.4541,1,0,1,1400,3,0,1,1481.2,3
186,162,185332.2913,4080.918427,40050.14714,0.277777778,0,0.42,0,0.38743818,0,1,2,3,1011,991.4,0,0,0,0,186,2.760643795,28866.45162,51337.85901,1,0,1,1400,3,0,1,1481.2,3
187,163,210806.9881,22688.0784,54043.96636,1,0.33,0.62,90.866,0.099600798,1,1,2,3,1002,991.4,0,0,0,0,187,2.720195755,42555.20728,48582.70264,0.875,1,1,1400,3,0,1,1481.2,3
188,164,198832.975,50681.99967,51110.81521,1,0.03,0.35,0,0.2,1,1,2,3,1000,991.4,0,0,0,0,188,2.774954215,25901.18357,65189.65347,1,0,1,1400,3,0,1,1481.2,3
189,171,156264.7851,43895.99821,10286.09307,1,0,0.21,273.87,0.2,1,1,2,3,1000,991.4,0,0,0,0,189,2.743178384,30946.2036,54014.34797,1,0,1,1400,3,0,1,1481.2,3
190,172,191238.5321,41522.11589,33034.65853,1,0.52,0.41,0,0.1,1,1,2,3,1000,991.4,31.39,0,1,0,190,2.497302216,6586.541391,29654.68585,0.866666667,0,1,1964,3,91.665,1,1481.2,3
191,173,204560.8898,32191.08393,53820.16501,1,0,0.35,0,0.4,1,1,2,3,1000,991.4,0,0,0,0,191,2.568359756,15551.87646,34949.84766,1,0,1,1400,3,0,1,1481.2,3
192,174,220724.6351,45378.1931,77196.38028,1,0.27,0.27,0,0,0,1,2,3,753,991.4,41.687,0,1,0,192,2.493263928,23162.13397,33371.2223,0.348731084,1,1,1400,3,0,1,1481.2,3
193,176,219323.9839,12848.48415,106390.0453,1,0.82,0.43,136.93,0,0,1,2,3,1000,991.4,0,0,0,0,193,2.342255992,16200.55039,19075.0293,0,1,1,1400,3,0,1,1481.2,3
194,177,224888.8404,19476.33525,112521.4012,0.486486486,0,0.41,0,0,0,1,2,3,1000,991.4,0,0.23955,0,1,194,2.876889576,31452.97357,61364.57543,1,0,1,2345,3,268.7,1,1481.2,3
195,178,251269.7433,13953.02624,116507.7827,1,1,0.52,410.8,0,0,0,2,3,1000,991.4,0,0,0,0,195,2.65087366,21335.37753,40163.3596,0.058823529,0,1,1400,3,0,1,1481.2,3
196,179,251825.6332,16144.33591,101820.0297,1,1,0.47,0,0.1,0,0,2,3,1000,991.4,0,0,0,0,196,2.402453367,2650.730355,18468.51357,0.090864445,1,1,1400,3,0,1,1481.2,3
197,180,231838.9024,41436.63103,72802.98237,1,0.5,0.25,0,0.3,0,1,2,3,1000,991.4,0,0,0,0,197,2.489733994,18031.09082,26332.78418,0.333333333,1,1,1400,3,0,1,1481.2,3
198,181,205278.8821,17979.31181,45332.98321,1,0.05,0.75,0,0.3,0,1,2,3,1000,991.4,0,0,0,0,198,2.656554952,14986.05542,38811.12134,0.5625,1,1,1400,3,0,1,1481.2,3
199,182,204451.9696,12065.32871,33273.58325,0.783783784,0.13,0.45,0,0,1,1,2,3,1000,991.4,0,0,0,0,199,2.533893863,11285.15424,26012.16797,0.705882353,1,1,1400,3,0,1,1481.2,3
200,183,204248.0519,26899.16295,26911.53477,0.828571429,0,0.6,0,0.1,1,1,2,3,1000,991.4,0,0,0,0,200,2.58204639,8129.705078,32884.53464,0.933333333,1,1,1400,3,0,1,1481.2,3
201,191,195469.0373,42527.00727,46724.18891,1,0,0.28,0,0.1,1,1,2,3,1000,991.4,0,0.19195,0,1,201,2.666936666,8051.791764,93728.16667,1,0,1,1400,4,0,1,1400,4
202,192,233222.1819,55796.23014,69511.47027,0.72972973,0.44,0.28,0,0,0,1,2,3,1000,991.4,0,0.19571,0,1,202,2.439184323,33928.83813,75206.52588,1,1,1,1400,4,47.499,1,1400,4
203,193,249646.3387,48112.05751,94144.0128,0.361111111,0,0.38,0,0,0,1,2,3,834,991.4,0,0,0,0,203,2.555043912,6430.834305,98077.34668,1,0,1,1400,4,0,1,1400,4
204,194,249712.2758,26483.27383,116635.2853,0.514285714,0.39,0.46,136.93,0.1,0,1,2,3,1000,991.4,0,0,0,0,204,2.61766462,30756.31323,84014.3335,1,0,1,1400,4,0,1,1400,4
205,195,212448.5144,1390.928493,107318.6504,0,0.14,0.48,0,0.4,0,0,2,3,1000,991.4,0,0,0,0,205,2.415060475,35113.42249,57410.8877,0.5,0,1,1400,4,47.499,1,1400,4
206,196,238197.47,26262.56548,124650.9401,1,1,0.42,182.58,0.2,0,0,2,3,1000,991.4,0,0,0,0,206,2.289314017,26362.74133,48660.20679,0.5625,0,1,1400,4,0,1,1400,4
207,197,261982.5481,17800.1811,105550.2112,1,1,0.5,0,0.1,0,0,2,3,1000,991.4,862.27,0,1,0,207,2.449643582,7072.819706,94278.21005,1,0,0,1400,4,47.499,1,1400,4
208,198,255837.0081,13949.57905,95947.6684,0.542857143,0.71,0.5,0,0.3,0,1,2,3,1000,991.4,0,0,0,0,208,2.430525228,17027.42523,76431.07373,0.9375,0,1,1400,4,237.5,1,1400,4
209,199,251217.0944,43213.57867,70618.24154,0.972222222,0.48,0.08,0,0.4,0,1,2,3,1000,991.4,0,0.99814,0,1,209,2.371033624,29038.87793,66023.10254,0.875,0,1,1400,4,0,1,1400,4
210,200,231253.8462,28091.46913,48524.04688,0.527777778,0.1,0.55,136.93,0.3,0,1,2,3,1000,991.4,287.42,0,1,0,210,2.303384908,23518.69987,52334.81771,0.266666667,0,1,1400,4,47.499,1,1400,4
211,201,190552.5763,1488.860223,14640.19656,0,0,0.31,273.87,0.5,1,1,2,3,1000,991.4,0,0,0,0,211,2.297552415,9457.42157,41909.32446,0.375,1,1,1400,4,0,1,1400,4
212,208,183223.7181,22328.78437,59026.88641,0.96,0,0.42,136.93,0,0,1,2,3,1000,991.4,0,0,0,0,212,2.121500708,1655.865707,27049.14709,0,1,1,1400,4,0,1,1400,4
213,209,220271.0088,50529.00891,86865.16562,0.08,0,0.45,0,0,0,1,2,3,900,991.4,0,0,0,0,213,2.373534158,17765.39746,100280.0747,1,0,0,1400,4,0,1,1400,4
214,211,232476.5571,8914.079023,113860.5737,0.36,0,0.48,161.1,0,0,0,2,3,850,991.4,0,0,0,0,214,2.651615922,39641.84082,95099.83691,1,0,1,1400,4,0,1,1400,4
215,212,238697.2588,18799.12078,123407.6653,1,0.07,0.3,0,0,0,0,2,3,1000,991.4,0,0,0,0,215,2.585896699,25087.4763,79097.55625,1,0,1,1400,4,142.5,1,1400,4
216,213,257364.0537,33588.64969,111028.4734,0.28,0,0.31,0,0.2,0,0,2,3,1000,991.4,0,0,0,0,216,2.401197642,13581.24768,57898.03076,0.875,0,1,1400,4,142.5,1,1400,4
217,214,254164.8612,7856.097383,88942.25875,0.76,0.22,0.44,0,0.1,0,0,2,3,1000,991.4,0,0,0,0,217,2.307496831,11082.06097,49009.42896,0.6875,1,1,1400,4,0,1,1400,4
218,215,268515.0662,23422.32492,85860.2075,1,0.76,0.35,137.42,0,0,0,2,3,994,991.4,63.16,9.4586,1,1,218,2.10332036,22472.43286,35719.60303,0,1,1,1400,4,0,1,1400,4
219,216,236072.7462,22933.06469,56137.51203,0.04,0,0.4,0,0,0,1,2,3,958,991.4,0,0,0,0,219,2.204383826,9030.673658,108231.1228,1,0,0,1400,4,190,1,1400,4
220,222,185834.7704,26439.28547,62761.35375,1,0,0.35,0,0,0,1,2,3,1000,991.4,0,0,0,0,220,2.310536257,16271.76164,118815.4297,1,0,0,1400,4,0,1,1400,4
221,223,220987.5042,55332.31078,92016.28281,1,0,0.42,0,0,0,1,2,3,1000,991.4,0,0,0,0,221,2.511000484,31517.96069,103706.0723,1,0,0,1400,4,47.499,1,1400,4
222,224,256789.0756,40251.95766,121584.6559,0.88,0.64,0.46,136.93,0,0,0,2,3,1000,991.4,0,1.9963,0,1,222,2.612909168,20141.33574,85817.08438,1,0,1,1400,4,47.499,1,1400,4
223,226,252601.4561,19443.7518,110901.6344,0.72,1,0.79,0,0.2,0,0,2,3,1000,991.4,143.71,0,1,0,223,2.457840621,10324.3035,68544.46826,1,0,1,1400,4,47.499,1,1400,4
224,227,259481.513,19032.74656,87780.715,1,1,0.65,0,0,0,0,2,3,1000,991.4,431.13,1.5123,1,1,224,2.370283842,9516.595486,60584.40668,0.444444444,1,1,1400,4,0,1,1400,4
225,228,253110.9375,11051.40086,83176.65312,1,1,0.33,0,0.9,0,0,2,3,1000,991.4,287.42,0,1,0,225,2.252424439,26989.23307,43373.21908,0.583333333,1,1,1400,4,190,1,1400,4
226,229,237097.122,14113.51149,61953.28305,0.076923077,1,0.78,136.93,0.2,0,0,2,3,1000,991.4,0,0,0,0,226,1.920451462,10837.83069,15718.24243,1,1,1,1400,4,0,1,1400,4
227,234,192272.8062,36744.31385,60622.72251,0.461538462,0,0.28,0,0,0,0,2,3,1010,991.4,0,0,0,0,227,2.093713586,12823.23248,98169.30762,0.9375,0,0,1400,4,190,1,1400,4
228,235,206474.1641,39567.52187,74932.74125,1,0.32,0.5,0,0,0,0,2,3,1010,991.4,0,0,0,0,228,2.344094237,23607.14799,120215.8756,1,0,0,1400,4,47.499,1,1400,4
229,236,235741.7163,37298.61797,104089.7097,0.44,0.52,0.52,0,0,0,0,2,3,1010,991.4,0,0,0,0,229,2.55709675,38475.56104,122847.9961,1,0,0,1400,4,0,1,1400,4
230,237,268532.6912,48077.94344,120476.6706,0.44,0,0.44,0,0,0,0,2,3,1002,991.4,0,0,0,0,230,2.685940456,26826.18042,96297.646,1,0,0,1400,4,142.5,1,1400,4
231,238,262887.5577,24189.2198,111299.9561,0.576923077,0.13,0.33,90.836,0.099004975,0,0,2,3,1005,991.4,0,0,0,0,231,2.458909452,2768.117684,71676.44844,0,0,1,1400,4,0,1,1400,4
232,239,247313.7025,10693.91433,93305.38762,0.4,0.72,0.5,0,0,0,0,2,3,1002,991.4,0,0,0,0,232,2.534948105,15053.12885,75966.95654,0.3125,0,1,1400,4,94.999,1,1400,4
233,246,228576.58,21721.51315,91563.1223,0.230769231,0,0.42,0,0,0,0,2,3,1000,991.4,0,0,0,0,233,2.262340884,28733.4104,51804.69873,1,1,1,1400,4,142.5,1,1400,4
234,247,236578.2392,12146.62203,101234.2389,0.769230769,0.06,0.34,0,0.1,0,0,2,3,1000,991.4,0,2.6267,0,1,234,2.039693546,26400.2909,33602.85524,0.529411765,1,1,1400,4,0,1,1400,4
235,248,258132.1119,11712.46049,94135.87565,0.041666667,0.2,0.55,0,0,0,0,2,3,1000,991.4,94.171,0,1,0,235,2.007230808,10993.15625,83658.23438,0.8,0,0,1400,4,94.999,1,1400,4
236,249,283064.6287,24968.84148,97426.05594,0.36,0,0.56,0,0.1,0,0,2,3,1000,991.4,0,0,0,0,236,2.272285834,30887.18834,114807.6786,1,0,0,1400,4,237.5,1,1400,4
237,250,272867.6094,18764.20605,88031.96605,0,0.06,0.42,0,0,0,0,2,3,1000,991.4,0,0,0,0,237,2.47072795,44011.91211,131213.2643,1,0,0,1400,4,0,1,1400,4
238,262,261355.8678,5960.986647,69854.47236,0,0,0.32,0,0,0,0,2,3,1000,991.4,0,0,0,0,238,2.757201359,58129.69833,123122.3151,1,0,0,1400,4,0,1,1400,4
239,331,290050.7375,8558.087016,100154.431,1,0.5,0.77,136.93,0.1,0,0,3,3,1000,1328.5,0,0,0,0,239,2.803490251,40101.1333,95159.12207,1,0,1,1400,4,190,1,1400,4
240,332,306458.5445,20679.77063,87825.70375,1,0,0.58,273.87,0,0,0,3,3,1000,1328.5,0,0,0,0,240,2.52499019,26233.25208,75192.01611,1,0,1,1400,4,0,1,1400,4
241,333,308446.7137,28946.38319,68289.41346,1,0.79,0.55,0,0,0,1,3,3,1000,1328.5,0,0,0,0,241,2.398949638,36426.02852,65370.03477,1,0,1,1400,4,94.999,1,1400,4
242,343,284334.2875,5510.317236,101031.3903,1,0.45,0.57,0,0,0,0,3,3,1000,1328.5,0,0,0,0,242,2.275581464,45745.12109,49235.65312,0.4,1,1,1400,4,0,1,1400,4
243,344,316203.7162,29034.36914,78906.51693,1,1,0.69,0,0,0,0,3,3,1000,1328.5,0,0,0,0,243,1.919822074,17064.25879,21358.52676,0.3,1,1,1400,4,0,1,1400,4
244,345,305598.4964,34139.08805,63681.27266,1,0.12,0.59,0,0,0,1,3,3,1000,1328.5,0,0,0,0,244,1.921299112,2925.508736,64911.16333,0.9375,0,0,1400,4,0,1,1400,4
245,346,308140.705,33843.83466,67604.66737,1,0,0.38,0,0,0,1,3,3,1000,1328.5,0,0,0,0,245,2.161025628,27402.94922,90851.55029,1,0,0,1400,4,47.499,1,1400,4
246,347,279299.4512,11848.83941,44610.86531,0.72,0.21,0.47,0,0,0,1,3,3,1000,1328.5,0,30.942,0,1,246,2.399868593,47675.03247,110125.7217,1,0,0,1400,4,47.499,1,1400,4
247,356,299576.3421,21419.058,93120.24826,1,0.12,0.64,0,0.1,0,0,3,3,1000,1328.5,0,0,0,0,247,2.444221973,64415.35,108475.9651,1,0,0,1400,4,0,1,1400,4
248,357,308913.7508,40847.60969,66138.50633,1,0.29,0.58,0,0,0,1,3,3,1000,1328.5,0,0,0,0,248,2.571789742,74626.3667,113836.5029,1,0,0,1400,4,0,1,1400,4
249,358,277881.8589,19499.01053,43243.06391,1,1,0.58,136.93,0.2,0,1,3,3,1000,1328.5,0,0,0,0,249,2.632973086,59424.18628,88796.79639,1,0,0,1400,4,0,1,1400,4
250,359,283298.5693,25936.8101,48031.49654,0.514285714,0.24,0.65,0,0,0,1,3,3,1000,1328.5,0,0.52843,0,1,250,2.389162764,49116.75269,61820.01978,1,0,1,1400,4,47.499,1,1400,4
251,360,268414.8877,8392.915826,33970.61062,0.75,1,0.56,0,0.1,1,1,3,3,1000,1328.5,287.42,0,1,0,251,2.145806104,41603.0026,41426.71198,1,0,1,1400,4,0,1,1400,4
252,367,272664.1647,7844.66709,88492.23527,0.685714286,0.58,0.42,136.93,0.1,0,1,3,3,1000,1328.5,0,0.51755,0,1,252,2.12018619,33308.92957,34056.38306,0,1,1,1400,4,0,1,1400,4
253,368,311656.5737,34727.66554,94701.822,1,0.74,0.43,0,0,0,1,3,3,1000,1328.5,0,0,0,0,253,1.844286725,11079.25977,14929.16034,0,1,1,1400,4,0,1,1400,4
254,369,304454.2525,42032.47287,65226.91195,1,0.35,0.62,0,0,0,1,3,3,1000,1328.5,62.781,0,1,0,254,2.217949912,36036.24268,91649.31152,1,0,0,1400,4,94.999,1,1400,4
255,370,271136.2067,15273.79305,38243.24018,1,0.65,0.48,0,0,0,1,3,3,995,1328.5,189.29,0,1,0,255,2.194004506,46050.29985,88616.16426,1,0,0,1400,4,94.999,1,1400,4
256,371,254350.1031,6415.517662,23861.77215,0.371428571,1,0.74,0,0.322233607,1,1,3,3,976,1328.5,0,0,0,0,256,2.195799796,45339.20182,87905.06641,1,0,0,1400,4,190,1,1400,4
257,372,259549.1063,5609.951076,24421.1704,0,0.04,0.37,0,0,1,1,3,3,1000,1328.5,0,0,0,0,257,2.444420841,65253.75195,99478.66211,1,0,0,1400,4,142.5,1,1400,4
258,373,264079.8077,6241.728001,24237.31905,0.621621622,0.17,0.6,0,0,1,1,3,3,1000,1328.5,0,0,0,0,258,2.461770646,71925.5625,79555.45536,1,0,0,1400,4,0,1,1400,4
259,378,256809.9806,3688.137451,73419.25043,0.305555556,0,0.7,0,0,0,1,3,3,1000,1328.5,0,0,0,0,259,2.24638398,54160.96929,53891.4131,1,0,1,1400,4,0,1,1400,4
260,379,279854.1911,20353.41708,70724.2971,1,0.04,0.54,0,0.1,0,1,3,3,1000,1328.5,0,0,0,0,260,2.026310778,28781.64297,28605.35313,0.636363636,0,1,1400,4,0,1,1400,4
261,380,288957.1013,30765.25591,77252.73372,0.555555556,0,0.53,0,0,0,1,3,3,1000,1328.5,0,0,0,0,261,2.124668539,36378.49146,78944.35645,1,0,0,1400,4,0,1,1400,4
262,381,308209.6362,54899.51752,66595.56585,1,0.26,0.91,0,0,0,1,3,3,1000,1328.5,0,0,0,0,262,1.94836881,22974.03064,65539.89575,1,0,0,1400,4,190,1,1400,4
